iter	RMSE
395	0.03246831698
396	0.03243505136
397	0.03242514818
398	0.03239593769
399	0.03236624602
400	0.03234105982
401	0.03232018384
402	0.03229400502
403	0.03227868187
404	0.03225101139
405	0.0322289701
406	0.03222466966
407	0.0322087827
408	0.0321790344
409	0.03215351759
410	0.03212841556
411	0.03210844386
412	0.03209170287
413	0.03206803173
414	0.03206283057
415	0.03203507137
416	0.03202311691
417	0.03199298342
418	0.03196859769
419	0.0319287283
420	0.03192603825
421	0.03190687516
422	0.03187944159
423	0.03185894192
424	0.03183233759
425	0.03180218555
426	0.03179692037
427	0.03176476501
428	0.03174737143
429	0.03173397755
430	0.03170879691
431	0.03170000882
432	0.03168112102
433	0.03167798987
434	0.03167346516
435	0.03165860517
436	0.0316560262
437	0.03163179357
438	0.03161767536
439	0.03159695747
440	0.03159447845
441	0.03157694237
442	0.03155987564
443	0.0315454648
444	0.03151796978
445	0.03150976504
446	0.03149139416
447	0.03146225437
448	0.03143915894
449	0.03142031655
450	0.031399273
451	0.0313754563
452	0.03136524097
453	0.03134030723
454	0.03132210724
455	0.03130119866
456	0.03127001592
457	0.03125239662
458	0.03123807815
459	0.03121494812
460	0.03119722501
461	0.03116771688
462	0.03115266986
463	0.03111334609
464	0.03108399998
465	0.031067643
466	0.03105285747
467	0.03102846315
468	0.03101581019
469	0.03098011927
470	0.03095953967
471	0.03094828919
472	0.03092203723
473	0.03090256052
474	0.03088906438
475	0.03087784796
476	0.03087171296
477	0.03085805296
478	0.03083150545
479	0.03081640339
480	0.03080972195
481	0.03079077483
482	0.03077953244
483	0.03077135893
484	0.03075797556
485	0.03075623978
486	0.03073444026
487	0.03071501445
488	0.030706954
489	0.03068506012
490	0.03065988231
491	0.03063050274
492	0.03061924601
493	0.03059829343
494	0.03058153803
495	0.0305506412
496	0.03054065369
497	0.0305290492
498	0.03050633658
499	0.03049141101
500	0.0304735389
501	0.03045437064
502	0.03043584066
503	0.03040913324
504	0.03038594003
505	0.03037668982
506	0.0303635357
507	0.03033266523
508	0.03030896552
509	0.03029677628
510	0.03026747401
511	0.03026605082
512	0.03024597595
513	0.03022617264
514	0.03020960036
515	0.03018700336
516	0.0301704252
517	0.03013878648
518	0.03012946771
519	0.03010718281
520	0.03008686907
521	0.03007054202
522	0.03004642491
523	0.03003247843
524	0.03001774446
525	0.02999177259
526	0.02998656055
527	0.02996381289
528	0.02994047827
529	0.02992308115
530	0.02989877924
531	0.02987403984
532	0.02986304462
533	0.02984986552
534	0.02982620852
535	0.02980023538
536	0.02978577173
537	0.02976504368
538	0.02974737071
539	0.02972551543
540	0.02970800091
541	0.02968972554
542	0.02966847712
543	0.02963906589
544	0.0296079723
545	0.02959100167
546	0.02957701614
547	0.02955967805
548	0.02954379943
549	0.0295233552
550	0.02950691337
551	0.02949449101
552	0.02947879806
553	0.02946782673
554	0.02945408394
555	0.02944044603
556	0.02941236644
557	0.02939988099
558	0.02937807159
559	0.02935121696
560	0.02933986642
561	0.02932201276
562	0.02930923351
563	0.02928454488
564	0.02926809947
565	0.02924237194
566	0.02922346272
567	0.0291977853
568	0.02919375297
569	0.02917703774
570	0.02916652789
571	0.02914974681
572	0.02913570974
573	0.02911726486
574	0.02910168347
575	0.02909078421
576	0.02907845402
577	0.02905980278
578	0.029033334
579	0.0290116793
580	0.02899819593
581	0.02898393472
582	0.02897787203
583	0.02896215819
584	0.02894728252
585	0.02893373557
586	0.02890623613
587	0.02888937683
588	0.02887011396
589	0.02885586953
590	0.02883934008
591	0.02882304277
592	0.02880469719
593	0.02878653409
594	0.02876813509
595	0.02874649559
596	0.0287308377
597	0.02872326439
598	0.02870784439
599	0.02868948686
600	0.02866513263
601	0.02864825934
602	0.02863217703
603	0.02861701398
604	0.02859793203
605	0.02858508206
606	0.02856579777
607	0.02855146442
608	0.02853473939
609	0.02852049505
610	0.0285003865
611	0.02848570564
612	0.02846940337
613	0.02845394508
614	0.02843284216
615	0.02840624965
616	0.0283936885
617	0.02838118918
618	0.02837316353
619	0.02835160029
620	0.02832268017
621	0.02831225294
622	0.02828283094
623	0.02826530474
624	0.02825458957
625	0.02824657303
626	0.02823101452
627	0.02821671571
628	0.02819782593
629	0.02819096664
630	0.02817461824
631	0.02816759468
632	0.02815633077
633	0.02814373021
634	0.0281343785
635	0.02812764605
636	0.02810742465
637	0.02809087733
638	0.02806993423
639	0.02805949975
640	0.02804648148
641	0.02802744313
642	0.0280147587
643	0.02800464987
644	0.02799284199
645	0.02797850262
646	0.02796819019
647	0.02795303034
648	0.02792056379
649	0.02791137485
650	0.0279021335
651	0.0278901978
652	0.02786804502
653	0.02784870901
654	0.02783293367
655	0.02781278144
656	0.02779418947
657	0.02777419339
658	0.02776460359
659	0.02775502434
660	0.02774688905
661	0.02772184474
662	0.02769088271
663	0.02768796186
664	0.02768029171
665	0.02767357193
666	0.02765947133
667	0.0276531797
668	0.02763897508
669	0.02762330428
670	0.02761448902
671	0.02760333459
672	0.0275722363
673	0.02755775804
674	0.02754767111
675	0.02752815588
676	0.02751493797
677	0.02749452211
678	0.02748496012
679	0.02746566892
680	0.02744548524
681	0.02743692705
682	0.02743272379
683	0.02742297168
684	0.02741716005
685	0.02739910969
686	0.02738095535
687	0.02736459177
688	0.02734549759
689	0.0273297123
690	0.02731479635
691	0.02730769109
692	0.02729662432
693	0.02728749716
694	0.02726591252
695	0.02725368598
696	0.02724078239
697	0.02722930105
698	0.02721231222
699	0.02718966207
700	0.02717695941
701	0.02715876263
702	0.02714750235
703	0.02713665593
704	0.02711883231
705	0.02710116741
706	0.02707059879
707	0.02704765797
708	0.02703049556
709	0.02702177751
710	0.0270142662
711	0.02700231667
712	0.02699674032
713	0.02698175255
714	0.02697263874
715	0.02696503537
716	0.02693466394
717	0.02692069264
718	0.0269102305
719	0.02689958201
720	0.02689065281
721	0.02687555518
722	0.02686059068
723	0.0268536214
724	0.02682665442
725	0.02681245736
726	0.02679409599
727	0.0267851665
728	0.02677305659
729	0.02675464348
730	0.02674194691
731	0.02673098449
732	0.02671895235
733	0.02670214724
734	0.02669502494
735	0.02667689845
736	0.02666727614
737	0.02665089061
738	0.02663272264
739	0.02661709944
740	0.02660064822
741	0.02658045448
742	0.02657150122
743	0.02655049264
744	0.02653288188
745	0.02651991144
746	0.02651351502
747	0.02650364742
748	0.02648332897
749	0.02646873725
750	0.02645867154
751	0.02644241423
752	0.02643038127
753	0.02640953172
754	0.0263952434
755	0.02638138481
756	0.02637354632
757	0.0263639579
758	0.02634613852
759	0.02633135012
760	0.02631232811
761	0.02629697147
762	0.02628532566
763	0.02625923684
764	0.02625195271
765	0.0262448721
766	0.0262380773
767	0.02622660131
768	0.02621553804
769	0.02620714115
770	0.02619789158
771	0.02618430561
772	0.02615661896
773	0.02613264301
774	0.02612085655
775	0.02610534081
776	0.02609263794
777	0.02607864311
778	0.02606629319
779	0.02605956034
780	0.02605172231
781	0.02604630479
782	0.02603181871
783	0.02602342361
784	0.02601033782
785	0.02598893175
786	0.02596709784
787	0.02594913783
788	0.02594053052
789	0.02593304361
790	0.02591802818
791	0.02590623125
792	0.02589522848
793	0.02588608303
794	0.02587650142
795	0.02586450164
796	0.02584076795
797	0.02582418791
798	0.02580880616
799	0.02579773673
800	0.02578355811
801	0.02576927666
802	0.02575096576
803	0.02574520086
804	0.02573638453
805	0.02572502715
806	0.02570623991
807	0.02568864642
808	0.02566967999
809	0.02565331777
810	0.02563339364
811	0.02562393932
812	0.02560571567
813	0.02559651797
814	0.02557960163
815	0.02557358619
816	0.02555465499
817	0.02553588492
818	0.02552086443
819	0.02550830377
820	0.02550274067
821	0.02548215904
822	0.02546749179
823	0.02545697297
824	0.02544536737
825	0.02543685368
826	0.02542100142
827	0.02541463856
828	0.02539891434
829	0.02537897637
830	0.02536767058
831	0.02534909625
832	0.02533197893
833	0.02532347922
834	0.02531285627
835	0.0253050914
836	0.02529436052
837	0.02528378031
838	0.0252664134
839	0.02525641123
840	0.02524683003
841	0.02523299769
842	0.02521507312
843	0.02520666398
844	0.02519523558
845	0.02517637095
846	0.02515175629
847	0.02513680942
848	0.02512703655
849	0.02510680795
850	0.02509231787
851	0.0250817644
852	0.02506701306
853	0.02505944981
854	0.02504548884
855	0.02502881483
856	0.02501023035
857	0.02500243523
858	0.02498958277
859	0.02496876951
860	0.02495536075
861	0.02494138054
862	0.02493020996
863	0.0249068355
864	0.02489592669
865	0.02488183074
866	0.02486601747
867	0.02484599951
868	0.02483726761
869	0.02482948325
870	0.02482028312
871	0.02481318603
872	0.02479011768
873	0.02477859133
874	0.0247610894
875	0.02474035123
876	0.02473163419
877	0.02472862103
878	0.02471623048
879	0.02470471647
880	0.02468931146
881	0.02468415906
882	0.02467156728
883	0.02465899638
884	0.02464209444
885	0.02463010902
886	0.02460937871
887	0.02459593818
888	0.02458493264
889	0.02457198437
890	0.02455818174
891	0.02454783765
892	0.02453461593
893	0.02451646197
894	0.02449643203
895	0.02448944134
896	0.02447944308
897	0.0244705589
898	0.02446656595
899	0.0244599907
900	0.02444507691
901	0.02443178221
902	0.02441839424
903	0.02440966869
904	0.024396982
905	0.02438255768
906	0.02437181534
907	0.02435517558
908	0.02434054185
909	0.02432709681
910	0.02431357519
911	0.02430409386
912	0.02428764783
913	0.02427410548
914	0.02426557178
915	0.02425142657
916	0.02423973411
917	0.0242344002
918	0.02422770906
919	0.02421109463
920	0.02420143802
921	0.02418752487
922	0.02417516464
923	0.02416514704
924	0.02415045967
925	0.024138324
926	0.02412928029
927	0.02411404248
928	0.02410145649
929	0.0240801234
930	0.02407134345
931	0.0240579974
932	0.02404268201
933	0.02403582709
934	0.02402702571
935	0.02401605724
936	0.02400629402
937	0.02399832118
938	0.02399000918
939	0.0239714254
940	0.02396050617
941	0.02394803719
942	0.02393826715
943	0.023924052
944	0.02391948956
945	0.02390700742
946	0.02388734865
947	0.02387559036
948	0.02386560049
949	0.02385708929
950	0.02384563846
951	0.02383491915
952	0.02382486459
953	0.02380693104
954	0.02378621729
955	0.02376765949
956	0.0237574994
957	0.0237447505
958	0.02374076584
959	0.02372905398
960	0.02371784817
961	0.02370923992
962	0.02370317335
963	0.02369706472
964	0.02368979339
965	0.02367657183
966	0.02366316499
967	0.02365504546
968	0.02364356178
969	0.02363722516
970	0.02362517806
971	0.02361897575
972	0.02360737219
973	0.02359586286
974	0.02358266421
975	0.02357520093
976	0.02356157823
977	0.02355271973
978	0.02354432968
979	0.02353427274
980	0.02352610616
981	0.02351783804
982	0.02350404528
983	0.02349386089
984	0.02348862275
985	0.02347670434
986	0.02346886758
987	0.02345910839
988	0.02345448273
989	0.02344117055
990	0.02342519537
991	0.02342244832
992	0.02340984135
993	0.02339739997
994	0.0233896718
995	0.02338349185
996	0.02337566983
997	0.02336893689
998	0.0233561635
999	0.02335200366
