iter	RMSE
0	0.08296382589
1	0.08013789933
2	0.07759024431
3	0.07516694506
4	0.07301279088
5	0.07096046228
6	0.06906148423
7	0.06720980206
8	0.06541607278
9	0.06384377934
10	0.06246403568
11	0.06101023773
12	0.05964038963
13	0.05837715337
14	0.05723435111
15	0.05620567067
16	0.05522427742
17	0.0543301303
18	0.05348106963
19	0.05268168587
20	0.05194143178
21	0.05124985386
22	0.05057937247
23	0.05000232319
24	0.04944993544
25	0.04896146183
26	0.04846759661
27	0.04802050614
28	0.04756051579
29	0.04719371376
30	0.04689202154
31	0.04657525024
32	0.04631017918
33	0.0460746457
34	0.04582745445
35	0.04557340003
36	0.04532048056
37	0.04510878061
38	0.0449166979
39	0.04473030917
40	0.0445600775
41	0.04436996392
42	0.04424316639
43	0.0440996162
44	0.04398463926
45	0.04387094228
46	0.04374284001
47	0.04364299707
48	0.04351656022
49	0.04338525892
50	0.04327674299
51	0.04316100223
52	0.04306515314
53	0.04296984864
54	0.04288987861
55	0.04280231336
56	0.04270950083
57	0.04265034792
58	0.04254699652
59	0.04248162268
60	0.0424144938
61	0.04235054677
62	0.04227793322
63	0.04222026276
64	0.04215955124
65	0.04209693524
66	0.04202339126
67	0.04195883771
68	0.04189719735
69	0.04183969583
70	0.04176562382
71	0.04169785505
72	0.04163449554
73	0.04157986723
74	0.04151275239
75	0.04146617808
76	0.04141657287
77	0.0413604127
78	0.04130073257
79	0.04124345264
80	0.04120772353
81	0.04118029613
82	0.04111640031
83	0.04107454857
84	0.04102890487
85	0.04100281418
86	0.04095120798
87	0.04091927478
88	0.04086617761
89	0.04082421914
90	0.04079942272
91	0.04075933733
92	0.04071153195
93	0.04068408597
94	0.04064340614
95	0.04059342669
96	0.04056057019
97	0.04053092062
98	0.04050095459
99	0.04046061456
100	0.04042975533
101	0.04039261591
102	0.04036601413
103	0.04032372799
104	0.04028289096
105	0.04025590564
106	0.04025587866
107	0.04022349088
108	0.04018207939
109	0.0401493434
110	0.04011375945
111	0.04007954444
112	0.04005663808
113	0.04002505581
114	0.03999526836
115	0.03996254729
116	0.03992022054
117	0.03988357288
118	0.03983854158
119	0.03981365392
120	0.03976329707
121	0.03976118661
122	0.03974183159
123	0.03971436177
124	0.0396896303
125	0.03966716299
126	0.03965124347
127	0.03962059232
128	0.03957820483
129	0.03954250477
130	0.03951941502
131	0.0394868729
132	0.03944283981
133	0.0394229857
134	0.03940091324
135	0.03937234908
136	0.03933956494
137	0.03930235873
138	0.03926328271
139	0.0392444966
140	0.03921959758
141	0.03918531063
142	0.03915461328
143	0.03913939493
144	0.03910681932
145	0.03907634691
146	0.03905709322
147	0.03901003536
148	0.0389435773
149	0.03890268005
150	0.03887305479
151	0.03884607382
152	0.03882485635
153	0.0387947635
154	0.03877649401
155	0.03872656362
156	0.03869813677
157	0.03866305613
158	0.03863197305
159	0.03858724426
160	0.03856009401
161	0.03853296618
162	0.03850529108
163	0.0384768333
164	0.03844972425
165	0.03842234708
166	0.03840842242
167	0.03838455983
168	0.03836387993
169	0.03834375893
170	0.03831268184
171	0.03827925135
172	0.0382562923
173	0.03822385296
174	0.03818548606
175	0.03815085726
176	0.03813262805
177	0.03811325686
178	0.03808283995
179	0.03804744294
180	0.03801209061
181	0.03797064606
182	0.03793909727
183	0.03791529498
184	0.03789739792
185	0.03787857618
186	0.03785063998
187	0.03782465579
188	0.0377962406
189	0.03776401132
190	0.03772165132
191	0.0376992034
192	0.03767332931
193	0.03764225994
194	0.03760248233
195	0.03755673531
196	0.03751717908
197	0.03749520788
198	0.03747631914
199	0.03745170369
200	0.03742949792
201	0.03737983399
202	0.03735381536
203	0.0373349706
204	0.03730974891
205	0.03726891491
206	0.03723998428
207	0.03721850901
208	0.03718383759
209	0.03716056212
210	0.03712476253
211	0.03710244496
212	0.03707335337
213	0.03703937354
214	0.0370184111
215	0.03697893012
216	0.03693034939
217	0.03688701111
218	0.03685537356
219	0.03681779195
220	0.03679480209
221	0.03675485497
222	0.03672711142
223	0.03670896453
224	0.0366690549
225	0.03663734452
226	0.03660076201
227	0.03655641904
228	0.03652230278
229	0.03650671044
230	0.03647821565
231	0.03642560313
232	0.03640194396
233	0.03639277369
234	0.03636332736
235	0.03634160484
236	0.03631831536
237	0.03629920923
238	0.03626202199
239	0.03624032606
240	0.03621087069
241	0.03616922387
242	0.03614035293
243	0.03611626087
244	0.03609390206
245	0.03605000079
246	0.03601262042
247	0.03598728998
248	0.03596893503
249	0.03593136572
250	0.03591725053
251	0.03589173982
252	0.03586128918
253	0.03584962763
254	0.03582684779
255	0.03580053485
256	0.03576688226
257	0.03574320289
258	0.03571551085
259	0.03569310132
260	0.0356676773
261	0.03565208071
262	0.0356310905
263	0.03559608857
264	0.03557794406
265	0.03555296632
266	0.03551638396
267	0.0354923547
268	0.03546672083
269	0.03543232906
270	0.03540279271
271	0.03537211352
272	0.03531961864
273	0.03530593314
274	0.03527866684
275	0.03525679424
276	0.03525016268
277	0.03522120519
278	0.03519859058
279	0.03516773714
280	0.03514074897
281	0.03511820833
282	0.0350885216
283	0.03508468508
284	0.03507774018
285	0.03505878788
286	0.03503269995
287	0.03500812512
288	0.0349719993
289	0.03493969485
290	0.03491846151
291	0.03488522747
292	0.03485357722
293	0.03481706548
294	0.03476323736
295	0.03474320892
296	0.0347374864
297	0.03471231511
298	0.03469764143
299	0.03466889718
300	0.03463675016
301	0.034600282
302	0.03458216843
303	0.03455052533
304	0.03451396555
305	0.03449636818
306	0.0344760193
307	0.03444255852
308	0.03441484596
309	0.03439481634
310	0.03436733098
311	0.03434246135
312	0.03431369973
313	0.03426709701
314	0.03424293955
315	0.03421126288
316	0.03418412318
317	0.03416685243
318	0.03414276034
319	0.03411504246
320	0.03409346057
321	0.03408734855
322	0.03406669516
323	0.03404527574
324	0.03401552275
325	0.03398620258
326	0.03396004322
327	0.033919797
328	0.03389126465
329	0.03386083891
330	0.03383501111
331	0.03381435999
332	0.03378714029
333	0.03376766915
334	0.03375131269
335	0.03374340745
336	0.03371141685
337	0.03368212055
338	0.03367080912
339	0.03364426408
340	0.03362452632
341	0.03358509766
342	0.03355134401
343	0.033527876
344	0.03350232658
345	0.03347195849
346	0.03344790768
347	0.03343264926
348	0.03341701429
349	0.03340004628
350	0.03338241195
351	0.03336553311
352	0.03334180497
353	0.03331727749
354	0.03330216631
355	0.03328649948
356	0.03326242699
357	0.03323408789
358	0.03321134991
359	0.03318608408
360	0.03315898303
361	0.03315677209
362	0.03313182536
363	0.03310727945
364	0.03307956537
365	0.0330586678
366	0.0330451917
367	0.03303543084
368	0.03300269891
369	0.03297421656
370	0.03295460201
371	0.03293601403
372	0.03290642518
373	0.03287323662
374	0.03284521287
375	0.03282029795
376	0.03280353784
377	0.03279662397
378	0.03279081349
379	0.03277331937
380	0.03275387512
381	0.03273529088
382	0.03271518834
383	0.03270175459
384	0.03269479778
385	0.03267404779
386	0.03265565106
387	0.03263206938
388	0.0325962089
389	0.0325768547
390	0.03254702077
391	0.03252906224
392	0.0325125726
393	0.03250120234
394	0.0324869695
